id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
0,4,10,4,2,8,0,21,16,1,10,4,2,0,0,0,2,0,42,10,0,50,52,2,8,0,4,11,16,1,21,6,3,9,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,6,0,6,4,11,23,0,0,0,2,0,0,0,1,1,19,12,19,23,51,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,9,3,0,9,1,22,16,0,0,0,1,0,0,0,3,0,52,14,7,37,59,0,0,0,0,0,0,1,0,0,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,11,6,0,10,4,20,29,0,0,0,2,0,0,0,3,1,38,22,25,40,88,0,0,0,0,0,0,2,0,0,4,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,9,3,0,9,1,19,16,0,0,0,1,0,0,0,3,0,44,14,7,35,52,0,0,0,0,0,0,1,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,9,6,0,6,4,21,27,0,0,0,0,0,0,0,1,1,44,18,27,38,87,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,6,3,0,3,1,9,12,0,0,0,0,0,0,0,0,0,13,6,6,16,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,6,5,1,2,2,11,14,0,2,2,1,0,0,0,0,0,13,5,8,22,38,0,0,1,0,1,3,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,12,6,0,11,4,24,34,1,0,0,1,0,0,0,3,1,52,29,32,38,108,1,0,0,4,0,0,0,3,0,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,6,2,1,3,0,15,8,0,4,1,0,0,0,0,0,0,24,4,0,31,27,0,2,0,0,4,4,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
