id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
0,3,7,3,0,5,1,15,12,0,0,0,1,0,0,0,1,0,28,7,5,29,35,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,1,0,2,0,7,4,0,0,0,0,0,0,0,0,0,8,2,0,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,8,3,0,6,1,16,16,1,0,0,0,0,0,0,1,0,34,12,8,29,53,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,12,12,3,8,10,21,45,0,9,8,2,1,2,0,2,3,30,27,48,46,121,0,5,7,0,7,24,1,16,17,4,9,7,0,0,2,2,4,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
4,3,6,3,0,3,1,10,10,0,0,0,1,0,0,0,0,0,13,4,4,15,27,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,8,3,0,7,1,21,12,0,0,0,2,0,0,0,2,0,46,7,4,36,42,0,0,0,0,0,0,6,0,0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,9,3,0,9,1,21,16,3,0,0,1,0,0,0,3,0,46,13,7,39,56,5,0,0,9,0,0,3,6,0,3,7,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,13,6,0,14,4,20,31,3,0,0,4,0,0,0,5,1,44,25,23,34,88,5,0,0,8,0,0,1,8,0,2,22,8,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,9,9,1,4,7,18,31,0,3,3,1,0,0,0,0,2,29,14,35,34,86,0,1,3,0,1,8,1,5,5,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,9,9,1,5,7,18,34,0,2,3,0,0,0,0,1,2,31,20,41,32,94,0,0,3,0,1,6,1,5,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,11,5,1,8,2,18,27,2,4,2,0,1,0,0,1,0,37,20,16,35,82,2,2,1,4,4,8,1,10,5,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,6,3,0,3,1,12,12,0,0,0,0,0,0,0,0,0,18,6,6,20,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,8,6,0,4,4,15,22,0,0,0,1,0,0,0,0,1,18,10,20,19,61,0,0,0,0,0,0,1,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,7,5,1,4,2,14,17,0,2,2,1,0,0,0,1,0,20,9,8,21,42,0,0,1,0,1,4,5,4,5,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
