id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
0,3,7,3,0,5,1,14,12,0,0,0,1,0,0,0,1,0,26,7,5,26,38,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,6,0,5,4,19,25,1,0,0,1,0,0,0,1,1,27,12,23,32,76,0,0,0,4,0,0,4,3,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,6,2,1,4,0,14,8,0,4,1,0,0,0,0,1,0,25,5,0,33,26,0,3,0,0,3,4,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,8,6,0,4,4,17,22,0,0,0,1,0,0,0,0,1,25,10,20,32,64,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,5,3,0,3,1,10,10,1,0,0,0,0,0,0,1,0,22,6,5,21,26,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,6,5,1,2,2,12,16,0,2,2,0,0,0,0,0,0,14,6,10,26,44,0,0,1,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,8,4,2,5,1,14,14,0,6,2,2,0,1,0,1,0,23,7,3,29,37,0,2,0,0,4,4,1,12,4,0,8,2,0,0,0,1,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,7,2,1,5,0,16,10,0,4,1,0,0,0,0,1,0,25,8,0,27,32,0,2,0,0,4,4,3,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,4,2,1,0,0,4,5,1,3,1,0,0,0,0,0,0,0,0,0,7,8,0,0,0,2,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,9,6,0,7,4,14,23,0,0,0,2,0,0,0,2,1,30,15,19,22,58,0,0,0,0,0,0,2,0,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,4,2,1,1,0,6,6,0,2,1,0,0,0,0,0,0,5,2,0,13,12,0,0,0,0,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,5,3,0,2,1,10,10,0,0,0,0,0,0,0,0,0,12,4,5,21,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,7,3,0,5,1,15,12,0,0,0,1,0,0,0,1,0,27,7,5,25,38,0,0,0,0,0,0,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,6,2,1,2,0,11,8,1,4,1,0,0,0,0,0,0,13,3,0,24,21,0,1,0,3,3,4,1,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,5,3,0,1,1,9,10,1,0,0,0,0,0,0,0,0,10,2,5,22,26,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,4,2,1,1,0,7,6,0,2,1,0,0,0,0,0,0,7,2,0,13,16,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,5,2,1,0,0,8,7,2,3,1,0,0,0,0,0,0,4,0,0,16,16,0,0,0,5,1,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,9,6,0,5,4,17,25,1,0,0,1,0,0,0,0,1,26,12,23,37,73,1,0,0,2,0,0,0,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,6,3,0,3,1,12,8,0,0,0,2,0,0,0,0,0,16,2,2,32,22,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,8,3,0,7,1,13,14,1,0,0,1,0,0,0,2,0,27,12,6,27,41,2,0,0,2,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,7,3,0,2,1,12,12,3,0,0,1,0,0,0,0,0,13,3,5,21,31,1,0,0,9,0,0,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,3,1,0,1,0,6,3,0,0,0,0,0,0,0,0,0,6,1,0,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,6,3,0,3,1,12,12,0,0,0,0,0,0,0,0,0,16,6,6,26,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,3,0,3,1,13,12,0,0,0,0,0,0,0,0,0,21,6,6,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,7,3,0,5,1,14,14,0,0,0,0,0,0,0,1,0,30,10,7,28,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,10,6,0,6,4,20,30,2,0,0,0,0,0,0,1,1,35,18,30,31,94,1,0,0,6,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,10,5,1,7,2,19,22,1,4,2,2,0,0,0,1,0,28,12,10,38,64,1,2,1,4,4,7,2,11,5,3,10,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,7,3,0,5,1,13,12,0,0,0,1,0,0,0,1,0,25,7,5,32,36,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,13,6,0,14,4,25,35,1,0,0,2,0,0,0,5,1,58,33,31,43,115,2,0,0,2,0,0,0,3,0,5,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,9,6,0,6,4,22,25,0,0,0,1,0,0,0,1,1,44,16,23,40,85,0,0,0,0,0,0,2,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,5,5,1,2,2,13,12,0,3,2,0,0,0,0,0,0,19,5,7,21,36,0,1,1,0,1,6,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,9,5,1,4,2,17,19,2,4,2,2,0,0,0,0,0,22,6,8,30,53,1,1,1,6,4,7,4,13,4,1,8,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,11,8,2,7,4,18,32,1,8,6,2,0,0,0,2,0,28,19,20,44,81,0,4,4,4,7,22,0,17,12,2,7,4,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,8,5,1,7,2,18,20,0,2,2,1,0,0,0,4,0,38,17,10,38,57,0,0,1,0,1,4,1,5,6,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,6,3,0,2,1,11,12,1,0,0,0,0,0,0,0,0,12,4,6,23,34,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,5,3,0,2,1,10,10,0,0,0,0,0,0,0,0,0,13,4,5,22,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,6,3,0,3,1,10,10,0,0,0,1,0,0,0,0,0,11,4,4,20,27,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,5,2,1,1,0,9,7,1,3,1,0,0,0,0,0,0,8,2,0,19,20,0,0,0,2,2,3,0,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,6,3,0,4,1,11,12,0,0,0,0,0,0,0,1,0,19,8,6,19,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,6,3,0,3,1,7,10,0,0,0,1,0,0,0,0,0,7,4,4,8,21,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,6,3,0,3,1,5,8,0,0,0,2,0,0,0,0,0,6,2,2,10,14,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,6,3,0,2,1,9,12,1,0,0,0,0,0,0,0,0,6,4,6,11,30,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,6,10,14,1,3,16,15,42,1,2,4,3,0,0,0,0,9,13,12,64,25,98,0,0,6,2,1,6,1,7,6,1,6,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4,8,6,0,4,4,16,24,0,0,0,0,0,0,0,0,1,23,12,24,32,72,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,6,3,0,3,1,12,12,0,0,0,0,0,0,0,0,0,15,6,6,21,36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,6,3,0,3,1,11,10,0,0,0,1,0,0,0,0,0,17,4,4,23,26,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
