id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
0,4,10,6,0,8,4,23,26,0,0,0,2,0,0,0,2,1,45,17,22,46,89,0,0,0,0,0,0,1,0,0,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,11,6,0,10,4,21,29,0,0,0,2,0,0,0,3,1,44,22,25,46,90,0,0,0,0,0,0,0,0,0,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,10,6,0,8,4,17,26,0,0,0,2,0,0,0,2,1,30,18,22,29,73,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,8,3,0,6,1,14,12,1,0,0,2,0,0,0,1,0,22,5,4,33,34,1,0,0,4,0,0,0,2,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,10,6,0,8,4,24,26,0,0,0,2,0,0,0,2,1,55,18,22,56,90,0,0,0,0,0,0,0,0,0,1,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,12,6,0,11,4,27,34,1,0,0,1,0,0,0,3,1,69,29,32,55,117,1,0,0,3,0,0,0,3,0,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,11,6,0,10,4,25,29,0,0,0,2,0,0,0,3,1,56,23,25,55,100,0,0,0,0,0,0,3,0,0,2,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,8,6,0,4,4,17,22,0,0,0,1,0,0,0,0,1,28,10,20,38,65,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,9,6,0,6,4,18,25,0,0,0,1,0,0,0,1,1,36,16,23,33,71,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,9,3,0,9,1,22,16,0,0,0,1,0,0,0,3,0,57,14,7,45,56,0,0,0,0,0,0,0,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,6,3,0,3,1,12,12,0,0,0,0,0,0,0,0,0,18,6,6,22,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,13,9,1,11,7,25,43,4,3,3,3,0,0,0,3,2,52,31,43,58,123,6,1,3,11,2,8,0,22,9,1,16,8,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,12,6,0,12,4,27,30,0,0,0,3,0,0,0,4,1,62,24,24,54,105,0,0,0,0,0,0,0,0,0,5,18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,11,6,0,10,4,22,27,0,0,0,3,0,0,0,3,1,45,19,21,50,87,0,0,0,0,0,0,0,0,0,4,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,11,5,1,10,2,27,24,0,5,2,2,0,0,0,3,0,65,19,11,53,86,0,4,1,0,5,9,1,14,5,4,10,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,12,9,1,9,7,24,38,0,4,3,3,0,0,0,2,2,42,24,36,54,120,0,2,3,0,4,11,1,8,7,5,14,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,12,6,0,12,4,21,30,0,0,0,3,0,0,0,4,1,50,24,24,39,93,0,0,0,0,0,0,0,0,0,2,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4,10,6,0,7,4,26,28,1,0,0,1,0,0,0,1,1,52,18,26,55,104,1,0,0,4,0,0,1,3,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,10,9,1,6,7,25,35,0,3,3,1,0,0,0,1,2,44,20,40,56,118,0,1,3,0,1,8,0,5,6,3,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,11,6,0,10,4,26,29,0,0,0,2,0,0,0,3,1,59,23,25,58,106,0,0,0,0,0,0,1,0,0,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,11,6,0,8,4,24,33,2,0,0,0,0,0,0,2,1,52,24,33,48,111,0,0,0,7,0,0,1,6,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,9,5,1,6,2,19,21,0,4,2,1,0,0,0,1,0,32,13,12,33,64,0,2,1,0,4,7,2,7,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,6,3,0,3,1,12,10,0,0,0,1,0,0,0,0,0,17,4,4,25,28,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
