id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
0,3,5,3,0,2,1,11,10,0,0,0,0,0,0,0,0,0,14,4,5,21,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,1,0,2,0,8,4,0,0,0,0,0,0,0,0,0,10,2,0,13,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,4,3,0,1,1,8,8,0,0,0,0,0,0,0,0,0,6,2,4,14,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,7,3,0,5,1,16,14,0,0,0,0,0,0,0,1,0,30,10,7,29,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,4,1,0,2,0,7,4,0,0,0,0,0,0,0,0,0,9,2,0,10,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,6,3,0,3,1,11,10,0,0,0,1,0,0,0,0,0,17,4,4,23,29,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,5,1,0,4,0,11,5,0,0,0,0,0,0,0,1,0,25,4,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,6,3,0,3,1,8,10,0,0,0,1,0,0,0,0,0,9,4,4,15,23,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,8,5,1,5,2,16,19,0,3,2,1,0,0,0,1,0,26,11,9,37,52,0,1,1,0,2,6,0,6,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,7,5,1,4,2,11,16,1,5,2,0,0,0,0,1,0,20,9,9,21,34,0,3,1,2,6,10,0,11,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,6,3,0,3,1,14,12,0,0,0,0,0,0,0,0,0,22,6,6,24,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,7,3,0,4,1,12,14,1,0,0,0,0,0,0,0,0,17,8,7,23,40,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,7,3,0,5,1,11,10,0,0,0,2,0,0,0,1,0,21,4,3,22,26,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,7,3,0,5,1,13,12,0,0,0,1,0,0,0,1,0,26,7,5,25,36,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,5,3,0,4,1,10,10,0,0,0,0,0,0,0,1,0,19,8,5,17,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,8,6,0,4,4,10,22,0,0,0,1,0,0,0,0,1,12,10,20,18,49,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,5,1,0,2,0,6,5,2,0,0,0,0,0,0,0,0,7,2,0,13,12,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,5,3,0,1,1,11,10,1,0,0,0,0,0,0,0,0,12,2,5,18,30,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,4,2,1,1,0,9,6,0,2,1,0,0,0,0,0,0,9,2,0,15,17,0,0,0,0,1,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,5,3,0,2,1,9,8,0,0,0,1,0,0,0,0,0,12,3,3,18,22,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,7,3,0,3,1,13,14,2,0,0,0,0,0,0,0,0,16,6,7,26,42,1,0,0,7,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,8,3,0,7,1,18,12,0,0,0,2,0,0,0,2,0,36,7,4,40,39,0,0,0,0,0,0,3,0,0,3,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,10,6,0,7,4,22,26,1,0,0,2,0,0,0,1,1,42,16,22,46,87,1,0,0,3,0,0,2,3,0,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,6,2,1,2,0,15,8,1,4,1,0,0,0,0,0,0,21,3,0,33,27,0,1,0,5,4,4,1,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,6,3,0,1,1,12,12,2,0,0,0,0,0,0,0,0,9,2,6,28,36,0,0,0,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,2,1,4,0,14,8,0,4,1,0,0,0,0,1,0,25,5,0,28,26,0,3,0,0,2,4,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,7,2,1,6,0,15,8,0,4,1,1,0,0,0,2,0,32,5,0,28,25,0,3,0,0,3,3,1,8,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,11,6,0,10,4,21,27,0,0,0,3,0,0,0,3,1,37,19,21,40,84,0,0,0,0,0,0,2,0,0,5,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,11,6,0,8,4,19,33,3,0,0,0,0,0,0,2,1,35,24,33,33,95,2,0,0,8,0,0,2,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,8,3,0,6,1,14,14,1,0,0,1,0,0,0,2,0,26,8,6,27,36,0,0,0,4,0,0,0,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,11,6,0,12,4,21,31,1,0,0,1,0,0,0,6,1,53,30,29,45,91,2,0,0,2,0,0,0,3,0,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,10,6,0,8,4,21,28,0,0,0,1,0,0,0,2,1,39,21,26,42,92,0,0,0,0,0,0,2,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,9,5,1,5,2,20,21,1,4,2,1,0,0,0,1,0,34,11,10,41,71,0,1,1,4,3,8,0,9,5,2,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,12,10,0,10,10,27,44,0,0,0,2,0,0,0,3,5,55,33,60,45,142,0,0,0,0,0,0,2,0,0,4,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,12,6,0,12,4,21,36,3,0,0,0,0,0,0,6,1,48,36,36,36,108,4,0,0,7,0,0,4,9,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,9,3,0,7,1,14,14,3,0,0,2,0,0,0,0,0,25,8,5,32,38,5,0,0,7,0,0,2,4,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,8,3,0,6,1,19,14,1,0,0,1,0,0,0,1,0,35,9,6,34,51,1,0,0,4,0,0,4,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,9,5,1,6,2,21,21,0,4,2,1,0,0,0,1,0,34,13,12,48,72,0,2,1,0,3,7,2,9,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
