id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
0,3,6,3,0,3,1,8,12,0,0,0,0,0,0,0,0,0,11,6,6,12,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,8,6,0,3,4,12,24,1,0,0,0,0,0,0,0,1,14,9,24,15,54,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,7,3,0,5,1,7,12,0,0,0,1,0,0,0,1,0,12,7,5,12,24,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,7,3,0,5,1,15,14,0,0,0,0,0,0,0,1,0,29,10,7,26,43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,2,4,0,0,8,4,0,8,0,0,0,4,0,0,0,4,0,0,12,10,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,3,5,3,0,2,1,9,10,0,0,0,0,0,0,0,0,0,12,4,5,10,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,7,2,1,5,0,18,10,0,4,1,0,0,0,0,1,0,35,8,0,36,30,0,2,0,0,3,4,0,10,3,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,7,3,0,4,1,12,10,1,0,0,2,0,0,0,0,0,15,3,3,27,25,1,0,0,2,0,0,0,1,0,2,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,10,6,0,7,4,22,26,1,0,0,2,0,0,0,1,1,39,15,22,40,84,1,0,0,4,0,0,1,3,0,4,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,8,3,0,5,1,16,12,2,0,0,2,0,0,0,0,0,30,5,4,33,33,2,0,0,6,0,0,0,2,0,1,8,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,7,2,1,4,0,16,9,1,5,1,0,0,0,0,1,0,30,4,0,34,27,0,4,0,4,5,5,1,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,5,2,1,2,0,11,8,1,2,1,0,0,0,0,0,0,17,4,0,24,24,1,0,0,4,1,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,7,3,0,5,1,16,14,0,0,0,0,0,0,0,1,0,27,10,7,27,48,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,6,3,0,3,1,11,10,0,0,0,1,0,0,0,0,0,17,4,4,24,29,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,6,3,0,3,1,10,10,0,0,0,1,0,0,0,0,0,13,4,4,19,27,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,6,3,0,2,1,10,12,1,0,0,0,0,0,0,0,0,9,4,6,17,32,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,6,3,0,2,1,10,12,1,0,0,0,0,0,0,0,0,10,4,6,19,32,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
